2019-04-16 02:51:32,982 charges_calc.py:96  WARNING Rental start 2017-06-12 00:00:00 on or after end 2017-03-22 00:00:00 in {'product_code': 'PRD80', 'units_rented': 8, 'price_per_day': 31, 'rental_start': '6/12/17', 'rental_end': '3/22/17'}.  Skip.
2019-04-16 02:51:32,983 charges_calc.py:96  WARNING Rental start 2018-08-26 00:00:00 on or after end 2018-07-29 00:00:00 in {'product_code': 'PRD51', 'units_rented': 8, 'price_per_day': 20, 'rental_start': '8/26/18', 'rental_end': '7/29/18'}.  Skip.
2019-04-16 02:51:32,983 charges_calc.py:96  WARNING Rental start 2017-07-10 00:00:00 on or after end 2017-05-31 00:00:00 in {'product_code': 'PRD42', 'units_rented': 1, 'price_per_day': 16, 'rental_start': '7/10/17', 'rental_end': '5/31/17'}.  Skip.
2019-04-16 02:51:32,983 charges_calc.py:96  WARNING Rental start 2018-10-25 00:00:00 on or after end 2018-07-04 00:00:00 in {'product_code': 'PRD32', 'units_rented': 3, 'price_per_day': 12, 'rental_start': '10/25/18', 'rental_end': '7/4/18'}.  Skip.
2019-04-16 02:51:32,983 charges_calc.py:96  WARNING Rental start 2018-11-03 00:00:00 on or after end 2016-07-28 00:00:00 in {'product_code': 'PRD13', 'units_rented': 9, 'price_per_day': 6, 'rental_start': '11/3/18', 'rental_end': '7/28/16'}.  Skip.
2019-04-16 02:51:32,983 charges_calc.py:96  WARNING Rental start 2018-03-15 00:00:00 on or after end 2017-08-27 00:00:00 in {'product_code': 'PRD22', 'units_rented': 6, 'price_per_day': 27, 'rental_start': '3/15/18', 'rental_end': '8/27/17'}.  Skip.
2019-04-16 02:51:32,983 charges_calc.py:96  WARNING Rental start 2017-09-29 00:00:00 on or after end 2016-04-29 00:00:00 in {'product_code': 'PRD17', 'units_rented': 7, 'price_per_day': 26, 'rental_start': '9/29/17', 'rental_end': '4/29/16'}.  Skip.
2019-04-16 02:51:32,983 charges_calc.py:96  WARNING Rental start 2017-10-24 00:00:00 on or after end 2016-01-15 00:00:00 in {'product_code': 'PRD55', 'units_rented': 4, 'price_per_day': 18, 'rental_start': '10/24/17', 'rental_end': '1/15/16'}.  Skip.
2019-04-16 02:51:32,984 charges_calc.py:96  WARNING Rental start 2017-01-30 00:00:00 on or after end 2016-07-30 00:00:00 in {'product_code': 'PRD0', 'units_rented': 7, 'price_per_day': 37, 'rental_start': '1/30/17', 'rental_end': '7/30/16'}.  Skip.
2019-04-16 02:51:32,984 charges_calc.py:96  WARNING Rental start 2018-06-18 00:00:00 on or after end 2016-02-05 00:00:00 in {'product_code': 'PRD52', 'units_rented': 10, 'price_per_day': 11, 'rental_start': '6/18/18', 'rental_end': '2/5/16'}.  Skip.
2019-04-16 02:51:32,984 charges_calc.py:96  WARNING Rental start 2018-04-28 00:00:00 on or after end 2018-04-11 00:00:00 in {'product_code': 'PRD5', 'units_rented': 10, 'price_per_day': 36, 'rental_start': '4/28/18', 'rental_end': '4/11/18'}.  Skip.
2019-04-16 02:51:32,984 charges_calc.py:96  WARNING Rental start 2016-08-16 00:00:00 on or after end 2016-01-13 00:00:00 in {'product_code': 'PRD59', 'units_rented': 9, 'price_per_day': 40, 'rental_start': '8/16/16', 'rental_end': '1/13/16'}.  Skip.
2019-04-16 02:51:32,984 charges_calc.py:96  WARNING Rental start 2017-12-16 00:00:00 on or after end 2016-05-10 00:00:00 in {'product_code': 'PRD6', 'units_rented': 8, 'price_per_day': 39, 'rental_start': '12/16/17', 'rental_end': '5/10/16'}.  Skip.
2019-04-16 02:51:32,984 charges_calc.py:96  WARNING Rental start 2018-06-20 00:00:00 on or after end 2016-01-12 00:00:00 in {'product_code': 'PRD2', 'units_rented': 9, 'price_per_day': 33, 'rental_start': '6/20/18', 'rental_end': '1/12/16'}.  Skip.
2019-04-16 02:51:32,984 charges_calc.py:96  WARNING Rental start 2017-08-31 00:00:00 on or after end 2016-02-09 00:00:00 in {'product_code': 'PRD97', 'units_rented': 3, 'price_per_day': 33, 'rental_start': '8/31/17', 'rental_end': '2/9/16'}.  Skip.
2019-04-16 02:51:32,985 charges_calc.py:96  WARNING Rental start 2018-03-02 00:00:00 on or after end 2016-05-28 00:00:00 in {'product_code': 'PRD28', 'units_rented': 5, 'price_per_day': 26, 'rental_start': '3/2/18', 'rental_end': '5/28/16'}.  Skip.
2019-04-16 02:51:32,985 charges_calc.py:96  WARNING Rental start 2018-03-27 00:00:00 on or after end 2016-04-21 00:00:00 in {'product_code': 'PRD40', 'units_rented': 6, 'price_per_day': 24, 'rental_start': '3/27/18', 'rental_end': '4/21/16'}.  Skip.
2019-04-16 02:51:32,985 charges_calc.py:96  WARNING Rental start 2018-07-06 00:00:00 on or after end 2017-05-06 00:00:00 in {'product_code': 'PRD63', 'units_rented': 10, 'price_per_day': 17, 'rental_start': '7/6/18', 'rental_end': '5/6/17'}.  Skip.
2019-04-16 02:51:32,985 charges_calc.py:96  WARNING Rental start 2017-07-01 00:00:00 on or after end 2017-04-18 00:00:00 in {'product_code': 'PRD43', 'units_rented': 4, 'price_per_day': 31, 'rental_start': '7/1/17', 'rental_end': '4/18/17'}.  Skip.
2019-04-16 02:51:32,985 charges_calc.py:96  WARNING Rental start 2018-04-18 00:00:00 on or after end 2017-04-13 00:00:00 in {'product_code': 'PRD51', 'units_rented': 10, 'price_per_day': 27, 'rental_start': '4/18/18', 'rental_end': '4/13/17'}.  Skip.
2019-04-16 02:51:32,986 charges_calc.py:96  WARNING Rental start 2017-10-11 00:00:00 on or after end 2016-04-03 00:00:00 in {'product_code': 'PRD72', 'units_rented': 9, 'price_per_day': 36, 'rental_start': '10/11/17', 'rental_end': '4/3/16'}.  Skip.
2019-04-16 02:51:32,986 charges_calc.py:96  WARNING Rental start 2016-07-24 00:00:00 on or after end 2016-07-24 00:00:00 in {'product_code': 'PRD61', 'units_rented': 1, 'price_per_day': 17, 'rental_start': '7/24/16', 'rental_end': '7/24/16'}.  Skip.
2019-04-16 02:51:32,986 charges_calc.py:96  WARNING Rental start 2017-12-01 00:00:00 on or after end 2016-12-30 00:00:00 in {'product_code': 'PRD51', 'units_rented': 1, 'price_per_day': 23, 'rental_start': '12/1/17', 'rental_end': '12/30/16'}.  Skip.
2019-04-16 02:51:32,986 charges_calc.py:96  WARNING Rental start 2018-02-19 00:00:00 on or after end 2017-03-30 00:00:00 in {'product_code': 'PRD59', 'units_rented': 4, 'price_per_day': 14, 'rental_start': '2/19/18', 'rental_end': '3/30/17'}.  Skip.
2019-04-16 02:51:32,986 charges_calc.py:96  WARNING Rental start 2018-09-04 00:00:00 on or after end 2016-12-19 00:00:00 in {'product_code': 'PRD43', 'units_rented': 1, 'price_per_day': 15, 'rental_start': '9/4/18', 'rental_end': '12/19/16'}.  Skip.
2019-04-16 02:51:32,987 charges_calc.py:96  WARNING Rental start 2018-12-19 00:00:00 on or after end 2018-11-12 00:00:00 in {'product_code': 'PRD62', 'units_rented': 3, 'price_per_day': 33, 'rental_start': '12/19/18', 'rental_end': '11/12/18'}.  Skip.
2019-04-16 02:51:32,987 charges_calc.py:96  WARNING Rental start 2018-10-15 00:00:00 on or after end 2018-01-08 00:00:00 in {'product_code': 'PRD46', 'units_rented': 5, 'price_per_day': 34, 'rental_start': '10/15/18', 'rental_end': '1/8/18'}.  Skip.
2019-04-16 02:51:32,987 charges_calc.py:96  WARNING Rental start 2018-08-03 00:00:00 on or after end 2016-06-24 00:00:00 in {'product_code': 'PRD52', 'units_rented': 2, 'price_per_day': 12, 'rental_start': '8/3/18', 'rental_end': '6/24/16'}.  Skip.
2019-04-16 02:51:32,987 charges_calc.py:96  WARNING Rental start 2017-09-05 00:00:00 on or after end 2016-10-28 00:00:00 in {'product_code': 'PRD32', 'units_rented': 5, 'price_per_day': 36, 'rental_start': '9/5/17', 'rental_end': '10/28/16'}.  Skip.
2019-04-16 02:51:32,987 charges_calc.py:96  WARNING Rental start 2018-12-06 00:00:00 on or after end 2017-06-30 00:00:00 in {'product_code': 'PRD6', 'units_rented': 8, 'price_per_day': 34, 'rental_start': '12/6/18', 'rental_end': '6/30/17'}.  Skip.
2019-04-16 02:51:32,988 charges_calc.py:96  WARNING Rental start 2018-04-12 00:00:00 on or after end 2016-02-27 00:00:00 in {'product_code': 'PRD43', 'units_rented': 9, 'price_per_day': 40, 'rental_start': '4/12/18', 'rental_end': '2/27/16'}.  Skip.
2019-04-16 02:51:32,988 charges_calc.py:96  WARNING Rental start 2017-07-14 00:00:00 on or after end 2017-01-25 00:00:00 in {'product_code': 'PRD35', 'units_rented': 8, 'price_per_day': 28, 'rental_start': '7/14/17', 'rental_end': '1/25/17'}.  Skip.
2019-04-16 02:51:32,988 charges_calc.py:96  WARNING Rental start 2016-02-15 00:00:00 on or after end 2016-01-18 00:00:00 in {'product_code': 'PRD84', 'units_rented': 8, 'price_per_day': 29, 'rental_start': '2/15/16', 'rental_end': '1/18/16'}.  Skip.
2019-04-16 02:51:33,013 charges_calc.py:96  WARNING Rental start 2018-02-12 00:00:00 on or after end 2017-02-28 00:00:00 in {'product_code': 'PRD35', 'units_rented': 8, 'price_per_day': 24, 'rental_start': '2/12/18', 'rental_end': '2/28/17'}.  Skip.
2019-04-16 02:51:33,013 charges_calc.py:96  WARNING Rental start 2018-08-25 00:00:00 on or after end 2018-06-03 00:00:00 in {'product_code': 'PRD29', 'units_rented': 3, 'price_per_day': 12, 'rental_start': '8/25/18', 'rental_end': '6/3/18'}.  Skip.
2019-04-16 02:51:33,013 charges_calc.py:96  WARNING Rental start 2018-10-11 00:00:00 on or after end 2016-12-12 00:00:00 in {'product_code': 'PRD61', 'units_rented': 1, 'price_per_day': 11, 'rental_start': '10/11/18', 'rental_end': '12/12/16'}.  Skip.
2019-04-16 02:51:33,014 charges_calc.py:96  WARNING Rental start 2018-01-18 00:00:00 on or after end 2017-10-18 00:00:00 in {'product_code': 'PRD29', 'units_rented': 5, 'price_per_day': 31, 'rental_start': '1/18/18', 'rental_end': '10/18/17'}.  Skip.
2019-04-16 02:51:33,014 charges_calc.py:96  WARNING Rental start 2016-10-05 00:00:00 on or after end 2016-05-25 00:00:00 in {'product_code': 'PRD38', 'units_rented': 9, 'price_per_day': 6, 'rental_start': '10/5/16', 'rental_end': '5/25/16'}.  Skip.
2019-04-16 02:51:33,014 charges_calc.py:96  WARNING Rental start 2017-09-09 00:00:00 on or after end 2017-07-14 00:00:00 in {'product_code': 'PRD33', 'units_rented': 9, 'price_per_day': 22, 'rental_start': '9/9/17', 'rental_end': '7/14/17'}.  Skip.
2019-04-16 02:51:33,014 charges_calc.py:96  WARNING Rental start 2018-06-06 00:00:00 on or after end 2016-05-12 00:00:00 in {'product_code': 'PRD64', 'units_rented': 4, 'price_per_day': 20, 'rental_start': '6/6/18', 'rental_end': '5/12/16'}.  Skip.
2019-04-16 02:51:33,014 charges_calc.py:96  WARNING Rental start 2018-08-15 00:00:00 on or after end 2016-11-19 00:00:00 in {'product_code': 'PRD6', 'units_rented': 8, 'price_per_day': 14, 'rental_start': '8/15/18', 'rental_end': '11/19/16'}.  Skip.
2019-04-16 02:51:33,015 charges_calc.py:96  WARNING Rental start 2018-11-27 00:00:00 on or after end 2018-01-27 00:00:00 in {'product_code': 'PRD85', 'units_rented': 1, 'price_per_day': 21, 'rental_start': '11/27/18', 'rental_end': '1/27/18'}.  Skip.
2019-04-16 02:51:33,015 charges_calc.py:96  WARNING Rental start 2017-05-13 00:00:00 on or after end 2016-04-29 00:00:00 in {'product_code': 'PRD75', 'units_rented': 6, 'price_per_day': 16, 'rental_start': '5/13/17', 'rental_end': '4/29/16'}.  Skip.
2019-04-16 02:51:33,015 charges_calc.py:96  WARNING Rental start 2018-12-03 00:00:00 on or after end 2018-03-20 00:00:00 in {'product_code': 'PRD87', 'units_rented': 6, 'price_per_day': 40, 'rental_start': '12/3/18', 'rental_end': '3/20/18'}.  Skip.
2019-04-16 02:51:33,015 charges_calc.py:96  WARNING Rental start 2016-08-10 00:00:00 on or after end 2016-06-18 00:00:00 in {'product_code': 'PRD0', 'units_rented': 2, 'price_per_day': 37, 'rental_start': '8/10/16', 'rental_end': '6/18/16'}.  Skip.
2019-04-16 02:51:33,015 charges_calc.py:96  WARNING Rental start 2018-11-05 00:00:00 on or after end 2018-08-15 00:00:00 in {'product_code': 'PRD58', 'units_rented': 5, 'price_per_day': 20, 'rental_start': '11/5/18', 'rental_end': '8/15/18'}.  Skip.
2019-04-16 02:51:33,016 charges_calc.py:96  WARNING Rental start 2017-03-10 00:00:00 on or after end 2016-05-23 00:00:00 in {'product_code': 'PRD6', 'units_rented': 10, 'price_per_day': 18, 'rental_start': '3/10/17', 'rental_end': '5/23/16'}.  Skip.
2019-04-16 02:51:33,016 charges_calc.py:96  WARNING Rental start 2018-08-05 00:00:00 on or after end 2017-07-23 00:00:00 in {'product_code': 'PRD83', 'units_rented': 6, 'price_per_day': 6, 'rental_start': '8/5/18', 'rental_end': '7/23/17'}.  Skip.
2019-04-16 02:51:33,016 charges_calc.py:96  WARNING Rental start 2017-01-11 00:00:00 on or after end 2016-08-29 00:00:00 in {'product_code': 'PRD36', 'units_rented': 7, 'price_per_day': 29, 'rental_start': '1/11/17', 'rental_end': '8/29/16'}.  Skip.
2019-04-16 02:51:33,016 charges_calc.py:96  WARNING Rental start 2018-11-23 00:00:00 on or after end 2016-10-21 00:00:00 in {'product_code': 'PRD42', 'units_rented': 1, 'price_per_day': 18, 'rental_start': '11/23/18', 'rental_end': '10/21/16'}.  Skip.
2019-04-16 02:51:33,016 charges_calc.py:96  WARNING Rental start 2018-06-16 00:00:00 on or after end 2016-05-21 00:00:00 in {'product_code': 'PRD66', 'units_rented': 6, 'price_per_day': 10, 'rental_start': '6/16/18', 'rental_end': '5/21/16'}.  Skip.
2019-04-16 02:51:33,017 charges_calc.py:96  WARNING Rental start 2018-12-03 00:00:00 on or after end 2017-09-20 00:00:00 in {'product_code': 'PRD42', 'units_rented': 9, 'price_per_day': 9, 'rental_start': '12/3/18', 'rental_end': '9/20/17'}.  Skip.
